Steps,Draw Type,X1,Y1,Z1,X2,Y2,Z2,X3,Y3,Z3
1,Line,0.001,4.55,15.0,11.721,4.55,15.0,NA,NA,NA
2,Line,0.001,4.55,15.0,-0.999,4.55,15.0,NA,NA,NA
3,Line,-0.999,9.55,15.0,-0.999,4.55,15.0,NA,NA,NA
4,Line,0.001,9.55,15.0,-0.999,9.55,15.0,NA,NA,NA
5,Line,0.001,9.55,15.0,11.721,9.55,15.0,NA,NA,NA
6,3_point_arc_1,11.721,9.55,15.0,13.889,10.045,15.0,15.629,11.431,15.0
7,3_point_arc_2,15.629,11.431,15.0,28.145,7.05,15.0,15.629,2.669,15.0
8,3_point_arc_3,15.629,2.669,15.0,13.889,4.055,15.0,11.721,4.55,15.0
