Steps,Draw Type,X1,Y1,Z1,X2,Y2,Z2,X3,Y3,Z3
1,3_point_circle_1,6.2,1.0,4.5,3.65,1.0,3.028,3.65,1.0,5.972
2,3_point_circle_2,22.2,1.0,4.5,19.65,1.0,3.028,19.65,1.0,5.972
