Steps,Draw Type,X1,Y1,Z1,X2,Y2,Z2,X3,Y3,Z3
1,Line,15.0,6.354,19.989,15.0,7.495,19.988,NA,NA,NA
2,Line,15.0,10.008,22.5,15.0,10.007,29.142,NA,NA,NA
3,3_point_arc_1,15.0,10.008,22.5,15.0,9.272,20.723,15.0,7.495,19.988
4,3_point_arc_2,15.0,10.007,29.142,15.0,0.232,12.468,15.0,15.0,0.0
5,3_point_arc_3,15.0,15.0,5.0,15.0,6.354,10.001,15.0,6.354,19.989
